segment_id,N,R_min,R_max,U_min,U_max,epsilon_mean,epsilon_median,epsilon_min,epsilon_max,E_percent
0,57,0.01,0.7052936097886011,0.05,1.9967391304347823,1.4942225233305517,1.475875649689818,0.6894445599915546,3.0632795789551523,27.271659772122632
