boundary,N,epsilon_mean,epsilon_median,epsilon_std,epsilon_relative_variation,epsilon_relative_variation_percent,epsilon_min,epsilon_max
70 C boundary,109,0.31177413471102616,0.31369888859548306,0.009118487840352225,0.029247095333305537,2.9247095333305535,0.25238971047375386,0.34086590201970624
120 C stopping boundary,57,1.318679018589965,1.427440798469589,0.32395540192653144,0.24566660829481457,24.566660829481457,0.44903833980624386,1.995127754018744
